name,locType,address,pinCode
santiago creek,stream,"""Santiago Creek, Santa Ana, Orange County, California, United States of America""",
san bernardino mountains,park,"""Providence Mountains State Recreation Area, Essex Road, San Bernardino County, California, 92309, United States of America""",92309
salinas valley,city,"""Salinas, Monterey County, California, United States of America""",
redwood forest.big basin,path,"""Redwood Trail, Big Basin, Santa Cruz County, California, United States of America""",
california freeway,abandoned,"""California, San Gabriel River Freeway, Pico Rivera, Los Angeles County, California, 90601, United States of America""",90601
de portola road,secondary,"""De Portola Road, Madera Vista, Paloma del Sol, Temecula, Riverside County, California, 92592, United States of America""",92592
balboa pier,footway,"""Balboa Pier, Balboa Island, Newport Beach, Orange County, California, 92661, United States of America""",92661
los angeles county,administrative,"""Los Angeles County, California, United States of America""",
hearst castle theater,cinema,"""National Geographic Theater, 750, Hearst Castle Road, San Simeon, San Luis Obispo County, California, United States of America""",
san diego metropolitan,unclassified,"""Metropolitan Drive, Mission Valley, San Diego, San Diego County, California, 92108, United States of America""",92108
west hollywood / beverly hills,place_of_worship,"""First Baptist Church of Beverly Hills, Cynthia Street, West Hollywood, Los Angeles County, California, 90069, United States of America""",90069
santa clara county,administrative,"""Santa Clara County, California, United States of America""",
silver strand boulevard,primary,"""Silver Strand Boulevard, Imperial Beach, San Diego County, California, 91932, United States of America""",91932
mumm napa valley,attraction,"""Mumm, 8445, Silverado Trail South, Rutherford, Napa County, California, 94573, United States of America""",94573
mt shasta,city,"""Mount Shasta, Siskiyou County, California, United States of America""",
oakland international airport,tram_stop,"""Oakland International Airport, Airport Drive, Oakland, Alameda County, California, 94614, United States of America""",94614
getty center,museum,"""J. Paul Getty Museum, 1200, Getty Center Drive, Westgate Heights, Brentwood, LA, Los Angeles County, California, 90049, United States of America""",90049
esalen,school,"""Esalen Institute, Cabrillo Highway, Slates Hot Springs, Monterey County, California, 93920, United States of America""",93920
holiday inn santa monica,hotel,"""Wyndham Santa Monica At The Pier, Colorado Avenue, Santa Monica, Los Angeles County, California, 90404, United States of America""",90404
pismo state beach,national_park,"""Pismo State Beach, San Luis Obispo County, California, United States of America""",
hilton garden inn san bernardino,hotel,"""Hilton Garden Inn, 11481, Mission Vista Drive, Rancho Cucamonga, San Bernardino County, California, 91730, United States of America""",11481
sonoma coast,national_park,"""Sonoma Coast State Park, United States of America""",
carlsbad boulevard,secondary,"""Carlsbad Boulevard, Carlsbad, San Diego County, California, 92008, United States of America""",92008
los osos baywood park,tower,"""KSTT-FM (Los Osos-Baywood Park), Tv Tower Road, San Luis Obispo County, California, United States of America""",
central california coast,residential,"""Central Coast Street, Bakersfield, Kern County, California, 93314, United States of America""",93314
modjeska peak,peak,"""Modjeska Peak, Orange County, California, United States of America""",
fremont east district,suburb,"""Irvington District, Fremont, Alameda County, California, United States of America""",
downtown ventura,residential,"""South Ventura Place, Downtown Fullerton, Fullerton, Orange County, California, 92833, United States of America""",92833
ladera ranch,town,"""Ladera Ranch, Orange County, California, United States of America""",
big bear snow play,winter_sports,"""Big Bear Snow Play, Big Bear Lake, San Bernardino County, California, 92314, United States of America""",92314
new orleans square,locality,"""New Orleans Square, Anaheim, Orange County, California, United States of America""",
old encinitas,city,"""Encinitas, San Diego County, California, United States of America""",
temecula duck pond,park,"""Temecula Duck Pond Park, Ynez Road, Temecula Gardens, Old Town, Temecula, Riverside County, California, 92591, United States of America""",92591
santa barbara botanic garden,park,"""Santa Barbara Botanic Gardens, Mission Canyon Road, Mission Canyon, Santa Barbara County, California, 93105, United States of America""",93105
willow creek,hamlet,"""Willow Creek, Humboldt County, California, United States of America""",
diamond valley lake,water,"""Diamond Valley Lake, Old Mine Road, Egan, Riverside County, California, 92543, United States of America""",92543
lake tahoe,water,"""Lake Tahoe, Placer County, California, United States of America""",
aliso creek,stream,"""Aliso Creek, Laguna Woods, Orange County, California, United States of America""",
montage laguna beach,commercial,"""Montage Resort & Spa, Laguna Beach, Orange County, California, 92651, United States of America""",92651
pebble beach,hamlet,"""Pebble Beach, Monterey County, California, United States of America""",
coleville,hamlet,"""Coleville, Mono County, California, United States of America""",
pacific beach,suburb,"""Pacific Beach, San Diego, San Diego County, California, United States of America""",
little tokyo,neighbourhood,"""Little Tokyo, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America""",90013
crescent meadow,viewpoint,"""Crescent Meadow, Tharp's Log Trail, Pinewood, Tulare County, California, 93262, United States of America""",93262
moonstone beach,path,"""Moonstone Beach, Cambria, San Luis Obispo County, California, CA 93428, United States of America""",93428
pacific northwest,residential,"""Northwest, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America""",92109
kings river,river,"""Kings River, Fresno County, California, United States of America""",
el capitan state beach,park,"""El Capitan State Beach, Bill Wallace Trail, Santa Barbara County, California, United States of America""",
channel islands national park,national_park,"""Channel Islands National Park, Spinnaker Drive, Ventura, Ventura County, California, 93006, United States of America""",93006
wynn las vegas,service,"""Wynn Las Vegas, Hughes Center, Paradise, Clark County, Nevada, 89109, United States of America""",89109
san diego county,administrative,"""San Diego County, California, United States of America""",
pismo-shell beach,village,"""Shell Beach, San Luis Obispo County, California, United States of America""",
beverly hilton,hotel,"""The Beverly Hilton, Wilshire Boulevard, Beverly Hills, Los Angeles County, California, 90067, United States of America""",90067
exposition park,park,"""Exposition Park, Exposition Park Drive, Jefferson, LA, Los Angeles County, California, 90037, United States of America""",90037
california southern railroad,footway,"""Southern Pacific Railroad, North Tustin, Orange County, California, 92705, United States of America""",92705
red mountain,hamlet,"""Red Mountain, San Bernardino County, California, United States of America""",
moonstone beach dr.,tertiary,"""Moonstone Beach Drive, Cambria, San Luis Obispo County, California, 93428, United States of America""",93428
june lake,town,"""June Lake, Mono County, California, United States of America""",
newport beach ca,city,"""Newport Beach, Orange County, California, United States of America""",
south coast highway,secondary,"""South Coast Highway, Oceanside, San Diego County, California, 92054, United States of America""",92054
marin county,administrative,"""Marin County, California, United States of America""",
harbor boulevard,primary,"""Harbor Boulevard, West Anaheim, Anaheim, Orange County, California, 92832, United States of America""",92832
embarcadero,station,"""Embarcadero, Market Street, Financial District, SF, California, 94111, United States of America""",94111
castroville,administrative,"""Castroville, Monterey County, California, United States of America""",
san joaquin valley of california,residential,"""North California Street, Stockton, San Joaquin County, California, 95204, United States of America""",95204
big sur,village,"""Big Sur, Monterey County, California, United States of America""",
bishop city park,park,"""Bishop City Park, Spruce Street, Bishop, Inyo County, California, 93515, United States of America""",93515
highway 101,primary,"""Highway 101, Solana Beach, San Diego County, California, 92075, United States of America""",92075
northern san diego county,locality,"""Northern Frontier, San Diego, San Diego County, California, United States of America""",
santa maria museum,museum,"""Solvang Vintage Motorcycle Museum, 320, Alisal Road, Santa Barbara County, California, 93464, United States of America""",93464
meritage resort,hotel,"""The Meritage Resort and Spa, Trefethen Way, Napa, Napa County, California, 94558, United States of America""",94558
anaheim route,city,"""Anaheim, Orange County, California, United States of America""",
pierpont bay,hamlet,"""Pierpont Bay, Ventura County, California, United States of America""",
palomar airport road,primary,"""Palomar Airport Road, Carlsbad, San Diego County, California, 92009, United States of America""",92009
avalon bay,residential,"""Avalon Bay, Lake Havasu City, Mohave County, Arizona, 86404, United States of America""",86404
santa ana freeway,motorway,"""Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92801, United States of America""",92801
big sur village,village,"""Big Sur, Monterey County, California, United States of America""",
morro bay strand,residential,"""Morro Bay Street, Oceanside, San Diego County, California, 92057, United States of America""",92057
california highway,stop,"""highway, East Cliff Drive, Seabright, Opal Cliffs, Santa Cruz County, California, 95062, United States of America""",95062
hillcrest,suburb,"""Hillcrest, San Diego, San Diego County, California, United States of America""",
napa valley wine,dam,"""Wine Lake 1412 Dam, Napa County, California, United States of America""",
mojave,village,"""Mojave, Kern County, California, United States of America""",
indian wells valley,town,"""Indian Wells, Riverside County, California, United States of America""",
trancas street,primary,"""Trancas Street, Napa, Napa County, California, 94558, United States of America""",94558
harris ranch,hotel,"""Harris Ranch, West Dorris Avenue, Fresno County, California, 93210, United States of America""",93210
moro rock road,peak,"""Moro Rock, Tulare County, California, United States of America""",
oceano,administrative,"""Oceano, San Luis Obispo County, California, United States of America""",
marina del rey,suburb,"""Marina del Rey, Ocean Park, Los Angeles County, California, United States of America""",
camino capistrano,secondary,"""Camino Capistrano, San Juan Capistrano, Orange County, California, 92675, United States of America""",92675
ontario international airport,aerodrome,"""LA/Ontario International Airport, Service Road 2, Ontario, San Bernardino County, California, 91743, United States of America""",91743
balboa park-hillcrest,park,"""Balboa Park, Plaza de Balboa, North Park, Hillcrest, San Diego, San Diego County, California, 92101, United States of America""",92101
pierce brothers westwood memorial park,cemetery,"""Pierce Brothers Westwood Village Memorial Park, Westwood, LA, Los Angeles County, California, 90024, United States of America""",90024
humboldt county,administrative,"""Humboldt County, California, United States of America""",
angeles crest highway,secondary,"""Angeles Crest Highway, La Cañada Flintridge, Los Angeles County, California, 91011, United States of America""",91011
uc berkeley,university,"""UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America""",94720
hotel beverly hills,hotel,"""The Beverly Hilton, Wilshire Boulevard, Beverly Hills, Los Angeles County, California, 90067, United States of America""",90067
bay area of california,region,"""San Francisco Bay Area, SF, California, United States of America""",
berkeley hills,neighbourhood,"""Berkeley Hills, Berkeley, Alameda County, California, 94708, United States of America""",94708
twentynine palms art gallery,gallery,"""29 Palms Art Gallery, Cottonwood Drive, 29 Palms, San Bernardino County, California, 92277, United States of America""",92277
palomar mountain,hamlet,"""Palomar Mountain, San Diego County, California, United States of America""",
santa barbara mission,place_of_worship,"""Mission Santa Barbara, 2201, Laguna Street, Santa Barbara, Santa Barbara County, California, 93105, United States of America""",93105
santa ynez valley,administrative,"""Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America""",93463
kramer junction,hamlet,"""Kramer Junction, San Bernardino County, California, United States of America""",
st. didacus,school,"""Saint Didacus School, Fellows Avenue, Sylmar, LA, Los Angeles County, California, 91342, United States of America""",91342
convict lake,water,"""Convict Lake, Convict Lake Road, Whitmore Hot Springs, Mono County, California, United States of America""",
east irvine,yes,"""E, Technology Drive, El Camino Real, Irvine, Orange County, California, 92618, United States of America""",92618
downtown anaheim,locality,"""DtD, Anaheim, Orange County, California, United States of America""",
fallbrook,town,"""Fallbrook, San Diego County, California, United States of America""",
pepperwood,hamlet,"""Pepperwood, Humboldt County, California, United States of America""",
anaheim resort district,suburb,"""Anaheim Resort District, Anaheim, Orange County, California, United States of America""",
san bernardino route,city,"""San Bernardino, San Bernardino County, California, United States of America""",
catalina island golf course,golf_course,"""Catalina Island Golf Course, Avalon Canyon Road, Avalon, Los Angeles County, California, 90704, United States of America""",90704
fairmont newport beach,hotel,"""Fairmont Newport Beach, Von Karman Avenue, Newport Beach, Orange County, California, 92697, United States of America""",92697
coast highway,station,"""Coast Highway, 1304 1/2, South Tremont Street, Oceanside, San Diego County, California, 92054, United States of America""",92054
alcatraz island,island,"""Alcatraz Island, SF, California, United States of America""",
critter country,locality,"""Critter Country, Anaheim, Orange County, California, United States of America""",
morro bay state park,national_park,"""Morro Bay State Park, South Bay Boulevard, Baywood Park, San Luis Obispo County, California, 93442, United States of America""",93442
crowley lake,village,"""Crowley Lake, Mono County, California, United States of America""",
lake arrowhead,water,"""Lake Arrowhead, Shelter Cove Lane, North Shore, San Bernardino County, California, 92407, United States of America""",92407
big basin redwoods state park,national_park,"""Big Basin Redwoods State Park, United States of America""",
la palma park way,park,"""La Palma Park, North la Palma Parkway, West Anaheim, Anaheim, Orange County, California, 92801, United States of America""",92801
beckwourth pass,saddle,"""Beckwourth Pass, CA 70, Reno Junction, Lassen County, California, United States of America""",
california state university-channel islands,school,"""California State University - Channel Islands, Camarillo Street, Ventura County, California, 93011, United States of America""",93011
bear lake valley convention,yes,"""Big Bear Convention Center, Big Bear Boulevard, Big Bear Lake, San Bernardino County, California, 92314, United States of America""",92314
petco park,stadium,"""Petco Park, 100, Park Boulevard, Hillcrest, San Diego, San Diego County, California, 92101, United States of America""",92101
mattole road,secondary,"""Mattole Road, Humboldt County, California, 95558, United States of America""",95558
carpenteria,residential,"""Carpenteria, Lower Peters Canyon, Irvine, Orange County, California, 92602, United States of America""",92602
morro bay aquarium,aquarium,"""Morro Bay Aquarium, 595, Embarcadero, Morro Bay, San Luis Obispo County, California, 93442, United States of America""",93442
santa barbara zoo,attraction,"""Neverland Ranch Zoo, Figueroa Mountain Road, Santa Barbara County, California, United States of America""",
anaheim los angeles,secondary,"""West Anaheim Street, Wilmington, LA, Los Angeles County, California, 90710, United States of America""",90710
kern,administrative,"""Kern County, California, United States of America""",
san francisco international airport,aerodrome,"""San Francisco Airport, North Access Road, Lomita Park, San Mateo County, California, 94128, United States of America""",94128
#altadena,town,"""Altadena, Los Angeles County, California, United States of America""",
downtown disney,locality,"""DtD, Anaheim, Orange County, California, United States of America""",
avalon irvine,residential,"""Avalon, Lower Peters Canyon, Irvine, Orange County, California, 92602, United States of America""",92602
titan stadium,stadium,"""Titan Stadium, Yorba Linda Boulevard, Fullerton, Orange County, California, 92831, United States of America""",92831
south china lake boulevard,trunk,"""South China Lake Boulevard, Kern County, California, 93555, United States of America""",93555
catalina boulevard,secondary,"""Catalina Boulevard, San Diego, San Diego County, California, 92106, United States of America""",92106
orange county california,administrative,"""Orange County, California, United States of America""",
forestiere underground gardens,attraction,"""Forestiere Underground Gardens, 5021, West Shaw Avenue, Highway City, Fresno County, California, 93722, United States of America""",93722
anaheim garden grove,tower,"""KIKF-FM (Garden Grove), City Boulevard East, Outlets at Orange, Orange, Orange County, California, 92868, United States of America""",92868
bay area discovery museum,museum,"""Bay Area Discovery Museum, East Road, Belvedere Island, Marin County, California, 94965, United States of America""",94965
la brea,city,"""Brea, Orange County, California, United States of America""",
inland empire,industrial,"""6075, Inland Empire Utilities Agency, Chino, San Bernardino County, California, 91710, United States of America""",91710
legoland california,theme_park,"""Legoland California, 1, LEGOLAND drive, Carlsbad, San Diego County, California, 92008, United States of America""",92008
omni san francisco,hotel,"""Omni San Francisco Hotel, 500, California Street, Chinatown, SF, California, 94104, United States of America""",94104
qualcomm stadium,station,"""Qualcomm Stadium, Qualcomm Way, Mission Valley, San Diego, San Diego County, California, 92123, United States of America""",92123
santa barbara county courthouse,courthouse,"""Santa Barbara County Courthouse, Anacapa Street, Santa Barbara, Santa Barbara County, California, 93105, United States of America""",93105
inglenook,hamlet,"""Inglenook, Mendocino County, California, United States of America""",
california science center,museum,"""California Science Center, 700, Exposition Park Drive, Jefferson, LA, Los Angeles County, California, 90037, United States of America""",90037
sea ranch,hamlet,"""Sea Ranch, Sonoma County, California, United States of America""",
anaheim resort anaheim route,stadium,"""Angel Stadium of Anaheim, South Douglass Road, Anaheim Resort District, Anaheim, Orange County, California, 92806, United States of America""",92806
lake yosemite,water,"""Lake Yosemite, Lake Road, Merced County, California, United States of America""",
fremont street,tertiary,"""Fremont Street, Financial District, SF, California, 94105, United States of America""",94105
moonridge,hamlet,"""Moonridge, San Bernardino County, California, United States of America""",
avila beach and valley,hamlet,"""Avila Beach, San Luis Obispo County, California, United States of America""",
santa ana river,river,"""Santa Ana River, Anaheim, Orange County, California, United States of America""",
victorville city hall,residential,"""City View Drive, Victorville, San Bernardino County, California, 92395, United States of America""",92395
lake merced,water,"""Lake Merced, Lake Merced Bike Path, SF, California, 94132, United States of America""",94132
old globe theater,theatre,"""Old Globe Theater, Old Globe Way, Hillcrest, San Diego, San Diego County, California, 92101, United States of America""",92101
burbank,city,"""Burbank, Los Angeles County, California, United States of America""",
sonoma creek,stream,"""Sonoma Creek, Humboldt County, California, United States of America""",
santa barbara museum of art,museum,"""Santa Barbara Museum of Art, 1130, State Street, Santa Barbara, Santa Barbara County, California, 93101, United States of America""",93101
yermo,hamlet,"""Yermo, San Bernardino County, California, United States of America""",
san gabriel canyon road,secondary,"""San Gabriel Canyon Road, Azusa, Los Angeles County, California, 91702, United States of America""",91702
california,administrative,"""California, United States of America""",
limekiln state park,park,"""Limekiln State Park, Twitchell Elevator, Lucia, Monterey County, California, United States of America""",
mission san juan capistrano,place_of_worship,"""Mission San Juan Capistrano, El Camino Real, San Juan Capistrano, Orange County, California, 92675, United States of America""",92675
baja mexico,school,"""Mexico, SN, Leona Vicario, Independencia, Mexicali, Baja California, 21250, México""",21250
poway road,primary,"""Poway Road, San Diego, San Diego County, California, 92064, United States of America""",92064
big pine,administrative,"""Big Pine, Glacier Lodge Road, Inyo County, California, United States of America""",
santa cruz mountains.the,mountain_range,"""Santa Cruz Mountains, Santa Clara County, California, United States of America""",
ventura beach,park,"""Emma Wood State Beach, State Beach Access Road, Ventura County, California, 93001, United States of America""",93001
pasatiempo,hamlet,"""Pasatiempo, Santa Cruz County, California, United States of America""",
inyo mountains,wood,"""Inyo Mountains, Inyo County, California, United States of America""",
muscle beach,sports_centre,"""Muscle Beach, Ocean Front Walk, Venice, LA, Los Angeles County, California, 90292, United States of America""",90292
mission san antonio de pala,place_of_worship,"""Mission San Antonio de Pala, Pala Mission Circle, Pala, San Diego County, California, 92059, United States of America""",92059
south mission drive,residential,"""South Mission Drive, San Bernardino, San Bernardino County, California, 92410, United States of America""",92410
san luis obispo masonic lodge,yes,"""Masonic Lodge, 112, Poole Street, Arroyo Grande, San Luis Obispo County, California, 93420, United States of America""",93420
toontown,locality,"""Mickey's Toontown, Anaheim, Orange County, California, United States of America""",
omni san diego hotel,hotel,"""Omni San Diego Hotel, 675, L Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America""",92101
avila beach,hamlet,"""Avila Beach, San Luis Obispo County, California, United States of America""",
stanfield cutoff,tertiary,"""Stanfield Cutoff, Minnelusa, San Bernardino County, California, 92314, United States of America""",92314
pomona valley,city,"""Pomona, Los Angeles County, California, United States of America""",
point dume,peak,"""Point Dume, Malibu, Los Angeles County, California, United States of America""",
condor flats,locality,"""Grizzly Peak Recreation Area, Anaheim, Orange County, California, United States of America""",
glorietta bay,bay,"""Glorietta Bay, Strand Way, Coronado, San Diego County, California, 92118, United States of America""",92118
china lake naws,aerodrome,"""China Lake Naws (Armitage Field) Airport, Water Road, China Lake, Kern County, California, United States of America""",
santa monica boulevard,primary,"""Santa Monica Boulevard, Little Armenia, LA, Los Angeles County, California, Ca 90038, United States of America""",90038
anaheim ca usa,city,"""Anaheim, Orange County, California, United States of America""",
sears point,hamlet,"""Sears Point, Sonoma County, California, United States of America""",
mission san luis obispo,place_of_worship,"""Mission San Luis Obispo de Tolosa, 782, Chorro Street, San Luis Obispo, San Luis Obispo County, California, 93405, United States of America""",93405
frontierland,locality,"""Frontierland, Anaheim, Orange County, California, United States of America""",
big sur valley,village,"""Big Sur, Monterey County, California, United States of America""",
tungsten mines,post_office,"""Tungsten Mines Post Office (historical), Wheeler Peak Trail, White Pine County, Nevada, United States of America""",
san simeon bay,bay,"""San Simeon Bay, Slo San Simeon Road, San Simeon, San Luis Obispo County, California, United States of America""",
mojave desert,desert,"""Mojave Desert, Utility Road, San Bernardino County, California, United States of America""",
san elijo,residential,"""San Elijo, Olivenhain, San Diego County, California, 92091, United States of America""",92091
los angeles route via santa barbara,residential,"""Via Santa Barbara, Sylmar, LA, Los Angeles County, California, 91392, United States of America""",91392
hearst castle,museum,"""Hearst Castle, 750, Hearst Castle Road, San Simeon, San Luis Obispo County, California, 93452, United States of America""",93452
california-nevada,administrative,"""Nevada County, California, United States of America""",
nevada,administrative,"""Nevada, United States of America""",
hollywood loews,cinema,"""El Capitan Theatre, 6838, Hollywood Boulevard, Whitley Heights, LA, Los Angeles County, California, 90028, United States of America""",90028
' channel islands national park,national_park,"""Channel Islands National Park, Spinnaker Drive, Ventura, Ventura County, California, 93006, United States of America""",93006
big bear city,administrative,"""Big Bear City, Anita Avenue, Big Bear City, San Bernardino County, California, 92314, United States of America""",92314
historic highway 101,residential,"""Historic, Orchard Hills, Irvine, Orange County, California, 92602, United States of America""",92602
gaslamp quarter,hamlet,"""Gaslamp Quarter, San Diego County, California, United States of America""",
mojave desert ca,desert,"""Mojave Desert, Utility Road, San Bernardino County, California, United States of America""",
newport pier,footway,"""Newport Pier, Balboa Island, Newport Beach, Orange County, California, 92663, United States of America""",92663
naval auxiliary landing field,aerodrome,"""Naval Auxiliary Landing Field San Clemente Island, San Clemente Island, California, United States of America""",
